input_path,input_name,group_label,sequence_index,sequence_key,source_name,video_name,clip_name,source_path,source_file,frame_index
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,11
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,12
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,13
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,14
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,15
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,16
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,17
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,18
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,19
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,20
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,21
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,22
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,23
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,24
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,25
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,26
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,27
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,28
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,29
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,30
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,31
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,32
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,33
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,34
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,35
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,36
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,37
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,38
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,39
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,40
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,41
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,42
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,43
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,44
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,45
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,46
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,47
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,48
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,49
